"","PNUM_F_CC111_NSA_I10","PNUM_F_CC111_NSA_I15","PNUM_F_CC111_NSA_PCH_SM","PNUM_F_CC111_SCA_I10","PNUM_F_CC111_SCA_I15","PNUM_F_CC111_SCA_PCH_PRE","PNUM_F_CC112_NSA_I10","PNUM_F_CC112_NSA_I15","PNUM_F_CC112_NSA_PCH_SM","PNUM_F_CC112_SCA_I10","PNUM_F_CC112_SCA_I15","PNUM_F_CC112_SCA_PCH_PRE","PNUM_F_CC11_X_CC113_NSA_I10","PNUM_F_CC11_X_CC113_NSA_I15","PNUM_F_CC11_X_CC113_NSA_PCH_SM","PNUM_F_CC11_X_CC113_SCA_I10","PNUM_F_CC11_X_CC113_SCA_I15","PNUM_F_CC11_X_CC113_SCA_PCH_PRE","PSQM_F_CC1_NSA_I10","PSQM_F_CC1_NSA_I15","PSQM_F_CC1_NSA_PCH_SM","PSQM_F_CC1_SCA_I10","PSQM_F_CC1_SCA_I15","PSQM_F_CC1_SCA_PCH_PRE","PSQM_F_CC11_NSA_I10","PSQM_F_CC11_NSA_I15","PSQM_F_CC11_NSA_PCH_SM","PSQM_F_CC11_SCA_I10","PSQM_F_CC11_SCA_I15","PSQM_F_CC11_SCA_PCH_PRE","PSQM_F_CC111_NSA_I10","PSQM_F_CC111_NSA_I15","PSQM_F_CC111_NSA_PCH_SM","PSQM_F_CC111_SCA_I10","PSQM_F_CC111_SCA_I15","PSQM_F_CC111_SCA_PCH_PRE","PSQM_F_CC112_NSA_I10","PSQM_F_CC112_NSA_I15","PSQM_F_CC112_NSA_PCH_SM","PSQM_F_CC112_SCA_I10","PSQM_F_CC112_SCA_I15","PSQM_F_CC112_SCA_PCH_PRE","PSQM_F_CC113_NSA_I15","PSQM_F_CC113_NSA_PCH_SM","PSQM_F_CC113_SCA_I15","PSQM_F_CC113_SCA_PCH_PRE","PSQM_F_CC11_X_CC113_NSA_I10","PSQM_F_CC11_X_CC113_NSA_I15","PSQM_F_CC11_X_CC113_NSA_PCH_SM","PSQM_F_CC11_X_CC113_SCA_I10","PSQM_F_CC11_X_CC113_SCA_I15","PSQM_F_CC11_X_CC113_SCA_PCH_PRE","PSQM_F_CC12_NSA_I10","PSQM_F_CC12_NSA_I15","PSQM_F_CC12_NSA_PCH_SM","PSQM_F_CC12_SCA_I10","PSQM_F_CC12_SCA_I15","PSQM_F_CC12_SCA_PCH_PRE","PSQM_F_CC122_NSA_I10","PSQM_F_CC122_NSA_I15","PSQM_F_CC122_NSA_PCH_SM","PSQM_F_CC122_SCA_I10","PSQM_F_CC122_SCA_I15","PSQM_F_CC122_SCA_PCH_PRE","PSQM_F_CC12_X_CC122_NSA_I10","PSQM_F_CC12_X_CC122_NSA_I15","PSQM_F_CC12_X_CC122_NSA_PCH_SM","PSQM_F_CC12_X_CC122_SCA_I10","PSQM_F_CC12_X_CC122_SCA_I15","PSQM_F_CC12_X_CC122_SCA_PCH_PRE","YEAR","MONTH"
"29","84.7 e","120.7 ","9.7 ","85.3 s","122.7 s","11.3 s","117.0 e","118.4 ","13.7 ","127.4 s","126.3 s","0.7 s","100.9 e","119.4 ","11.9 ","105.5 s","124.0 s","5.0 s","93.3 e","114.5 ","15.0 ","98.2 s","120.2 s","11.2 s","95.5 e","118.9 ","10.2 ","99.7 s","123.8 s","7.4 s","84.4 e","119.9 ","8.9 ","84.6 s","121.1 s","8.2 s","115.3 e","119.0 ","14.2 ","126.1 s","127.3 s","4.2 s","105.1 ","-8.0 ","108.7 s","19.5 s","95.5 e","119.5 ","11.1 ","98.9 s","123.2 s","7.0 s","91.1 e","110.4 ","20.3 ","96.0 s","116.0 s","9.6 s","99.8 e","107.4 ","11.5 ","113.8 s","126.1 s","-20.0 s","90.1 e","110.8 ","21.5 ","94.0 s","114.5 s","15.3 s","2017","05 "
"30","70.4 e","99.1 ","-3.7 ","77.9 s","110.2 s","-16.3 s","106.9 e","109.1 ","3.8 ","124.5 s","125.4 s","7.3 s","88.7 e","104.7 ","0.6 ","100.6 s","118.1 s","-4.6 s","79.7 e","97.4 ","-8.4 ","87.7 s","108.1 s","-11.5 s","82.3 e","101.7 ","-1.8 ","93.3 s","115.3 s","-8.5 s","70.2 e","99.2 ","-3.2 ","78.9 s","111.9 s","-16.2 s","103.6 e","107.4 ","5.0 ","119.9 s","122.2 s","5.9 s","80.8 ","-38.4 ","91.0 s","-42.7 s","82.3 e","102.6 ","0.2 ","92.5 s","115.1 s","-9.0 s","77.1 e","93.5 ","-14.1 ","85.4 s","105.8 s","-6.9 s","133.5 e","143.8 ","8.4 ","140.2 s","157.6 s","84.3 s","70.5 e","86.8 ","-17.9 ","79.5 s","99.3 s","-15.5 s","2017","04 "
"31","99.2 e","141.3 ","25.0 ","92.5 s","131.7 s","15.6 s","136.0 e","129.1 ","23.4 ","121.2 s","116.9 s","5.2 s","117.6 e","134.5 ","24.2 ","107.3 s","123.8 s","11.1 s","103.4 e","127.2 ","22.5 ","99.0 s","122.1 s","15.0 s","110.0 e","137.4 ","26.1 ","100.7 s","126.0 s","12.0 s","100.1 e","142.5 ","27.2 ","93.6 s","133.5 s","14.1 s","127.4 e","126.6 ","20.8 ","114.7 s","115.4 s","5.4 s","171.6 ","57.3 ","158.7 s","1.9 s","110.0 e","135.9 ","24.7 ","101.7 s","126.5 s","11.4 s","97.2 e","117.8 ","19.1 ","94.2 s","113.7 s","13.4 s","77.9 e","83.9 ","-6.0 ","84.5 s","85.5 s","10.3 s","99.4 e","122.4 ","22.2 ","94.9 s","117.5 s","14.2 s","2017","03 "
"32","78.3 e","110.9 ","13.2 ","80.3 s","113.9 s","-8.4 s","95.1 e","92.4 ","-8.2 ","115.3 s","111.1 s","3.5 s","86.7 e","100.6 ","1.2 ","96.5 s","111.4 s","-2.7 s","79.2 e","97.2 ","-2.2 ","86.9 s","106.2 s","-2.1 s","84.0 e","104.7 ","5.5 ","92.2 s","112.5 s","-1.2 s","79.8 e","112.5 ","14.3 ","82.9 s","117.0 s","-4.5 s","91.6 e","91.3 ","-9.2 ","111.5 s","109.5 s","2.4 s","127.6 ","33.2 ","155.8 s","74.7 s","84.0 e","103.7 ","4.4 ","92.6 s","113.6 s","-1.4 s","74.5 e","90.4 ","-9.2 ","84.2 s","100.3 s","-2.8 s","65.3 e","70.3 ","-12.6 ","72.8 s","77.5 s","-18.2 s","75.6 e","93.1 ","-8.9 ","85.2 s","102.9 s","-1.2 s","2017","02 "
"33","87.6 e","124.3 ","30.4 ","88.0 s","124.3 s","9.6 s","82.6 e","85.4 ","-2.4 ","102.8 s","107.3 s","-19.0 s","85.1 e","102.6 ","12.7 ","95.0 s","114.5 s","-8.8 s","82.1 e","100.7 ","5.3 ","89.8 s","108.5 s","-7.0 s","85.0 e","105.6 ","15.0 ","90.4 s","113.9 s","-5.9 s","87.2 e","123.7 ","28.5 ","86.2 s","122.5 s","8.6 s","81.1 e","85.0 ","-3.7 ","101.5 s","106.9 s","-18.0 s","61.2 ","-4.2 ","89.2 s","-28.1 s","85.0 e","107.6 ","15.7 ","90.9 s","115.2 s","-5.3 s","79.2 e","96.1 ","-3.1 ","88.9 s","103.2 s","-8.4 s","80.8 e","87.1 ","3.4 ","91.5 s","94.7 s","-18.7 s","79.1 e","97.3 ","-3.9 ","88.2 s","104.2 s","-7.2 s","2017","01 "
"34","81.5 e","114.5 ","11.8 ","81.2 s","113.4 s","-2.2 s","150.8 e","151.0 ","15.9 ","131.3 s","132.4 s","-0.7 s","116.2 e","134.9 ","14.3 ","107.9 s","125.6 s","-0.3 s","95.3 e","116.9 ","11.2 ","94.9 s","116.7 s","0.9 s","103.6 e","128.7 ","11.3 ","97.5 s","121.0 s","-1.4 s","80.7 e","113.5 ","10.9 ","80.6 s","112.8 s","-2.5 s","144.1 e","148.2 ","14.6 ","124.6 s","130.4 s","-2.5 s","144.7 ","-10.6 ","124.1 s","-8.0 s","103.6 e","128.0 ","12.7 ","98.0 s","121.7 s","-0.8 s","87.4 e","105.9 ","11.1 ","93.1 s","112.7 s","4.5 s","116.0 e","124.9 ","28.5 ","107.0 s","116.5 s","1.9 s","84.0 e","103.4 ","8.7 ","91.5 s","112.3 s","5.2 s","2016","12 "
"35","74.4 e","104.6 ","13.7 ","82.7 s","116.0 s","5.1 s","119.9 e","121.7 ","18.3 ","128.0 s","133.4 s","12.9 s","97.2 e","114.1 ","16.3 ","105.9 s","126.0 s","8.8 s","87.1 e","106.9 ","7.7 ","94.3 s","115.7 s","8.2 s","89.9 e","111.9 ","13.8 ","98.3 s","122.7 s","7.4 s","73.9 e","103.9 ","14.2 ","82.3 s","115.7 s","4.0 s","118.5 e","121.2 ","17.4 ","127.4 s","133.7 s","14.6 s","129.1 ","-12.7 ","134.9 s","22.0 s","89.9 e","111.1 ","15.6 ","98.6 s","122.7 s","7.4 s","84.3 e","102.2 ","2.0 ","89.4 s","107.8 s","4.4 s","105.1 e","113.2 ","31.5 ","106.3 s","114.3 s","2.1 s","81.9 e","100.7 ","-1.4 ","87.3 s","106.7 s","4.4 s","2016","11 "
"36","74.6 e","105.9 ","4.6 ","78.0 s","110.4 s","-7.1 s","128.9 e","134.3 ","6.4 ","114.9 s","118.2 s","-10.8 s","101.8 e","121.7 ","5.7 ","97.3 s","115.8 s","-8.8 s","95.5 e","118.2 ","4.4 ","86.4 s","106.9 s","-11.1 s","92.5 e","117.1 ","9.1 ","91.3 s","114.2 s","-9.3 s","74.0 e","104.7 ","6.7 ","78.9 s","111.3 s","-5.4 s","125.5 e","133.2 ","7.2 ","112.0 s","116.7 s","-10.8 s","129.2 ","93.4 ","110.6 s","-29.5 s","92.5 e","116.6 ","7.0 ","91.4 s","114.2 s","-8.7 s","98.3 e","119.2 ","0.4 ","84.2 s","103.3 s","-7.2 s","123.0 e","132.5 ","-7.3 ","102.9 s","111.9 s","-14.1 s","95.4 e","117.4 ","1.6 ","81.9 s","102.2 s","-5.8 s","2016","10 "
"37","92.8 e","132.8 ","15.8 ","83.8 s","118.8 s","4.0 s","151.4 e","152.7 ","40.6 ","133.7 s","132.5 s","9.4 s","122.2 e","143.9 ","29.3 ","109.5 s","127.0 s","8.3 s","106.2 e","131.0 ","18.1 ","97.7 s","120.2 s","1.1 s","112.8 e","141.6 ","25.4 ","101.3 s","125.9 s","9.3 s","92.2 e","131.9 ","14.3 ","82.8 s","117.7 s","3.8 s","149.2 e","151.9 ","40.8 ","129.5 s","130.8 s","7.8 s","172.5 ","34.2 ","156.9 s","56.6 s","112.8 e","140.2 ","25.0 ","101.3 s","125.1 s","8.0 s","99.9 e","121.2 ","11.2 ","91.4 s","111.3 s","-7.3 s","143.5 e","154.5 ","9.3 ","119.9 s","130.3 s","44.6 s","94.8 e","116.7 ","11.6 ","87.6 s","108.5 s","-12.2 s","2016","09 "
"38","72.7 e","105.4 ","13.3 ","77.9 s","114.2 s","8.3 s","97.4 e","102.0 ","22.4 ","115.7 s","121.1 s","4.9 s","85.0 e","103.5 ","18.2 ","96.2 s","117.3 s","5.0 s","88.6 e","109.7 ","24.0 ","94.4 s","118.9 s","23.9 s","81.2 e","102.9 ","16.9 ","91.0 s","115.2 s","3.1 s","72.5 e","105.1 ","12.0 ","77.7 s","113.4 s","8.7 s","96.6 e","101.7 ","21.9 ","115.4 s","121.3 s","7.9 s","84.4 ","53.2 ","100.2 s","-25.1 s","81.2 e","103.7 ","15.9 ","90.7 s","115.8 s","7.4 s","95.7 e","116.1 ","30.6 ","95.3 s","120.1 s","39.3 s","75.1 e","80.9 ","-13.2 ","83.6 s","90.1 s","11.5 s","98.2 e","120.8 ","36.8 ","96.3 s","123.6 s","40.3 s","2016","08 "
"39","76.7 e","112.9 ","-1.6 ","72.3 s","105.4 s","-7.1 s","137.8 e","135.4 ","21.7 ","116.2 s","115.4 s","5.2 s","107.3 e","125.5 ","11.3 ","95.3 s","111.7 s","0.6 s","88.5 e","110.1 ","-3.7 ","78.1 s","96.0 s","-11.3 s","96.5 e","123.4 ","7.0 ","85.9 s","111.7 s","0.4 s","77.0 e","113.2 ","-1.6 ","71.6 s","104.3 s","-6.5 s","131.3 e","133.4 ","19.4 ","109.2 s","112.4 s","3.5 s","163.4 ","6.0 ","133.7 s","21.0 s","96.5 e","121.6 ","7.0 ","85.6 s","107.8 s","-3.1 s","80.7 e","97.9 ","-13.7 ","72.9 s","86.2 s","-16.6 s","83.9 e","90.4 ","-31.0 ","75.0 s","80.8 s","-26.6 s","80.3 e","98.9 ","-10.9 ","73.5 s","88.1 s","-13.8 s","2016","07 "
"40","85.6 e","125.0 ","6.6 ","77.1 s","113.4 s","-1.6 s","120.0 e","121.8 ","10.2 ","107.4 s","109.7 s","-5.1 s","102.8 e","123.2 ","8.5 ","92.1 s","111.0 s","-3.4 s","94.9 e","117.8 ","-2.3 ","86.3 s","108.2 s","2.8 s","96.2 e","122.4 ","6.3 ","87.4 s","111.2 s","-4.3 s","84.9 e","124.1 ","7.1 ","75.8 s","111.6 s","-3.0 s","116.2 e","120.1 ","9.3 ","104.3 s","108.6 s","-5.9 s","121.5 ","-21.4 ","110.5 s","-6.6 s","96.2 e","122.4 ","7.9 ","86.8 s","111.2 s","-2.9 s","93.6 e","113.5 ","-9.6 ","84.3 s","103.4 s","6.1 s","102.3 e","110.2 ","8.3 ","100.8 s","110.1 s","-2.1 s","92.6 e","114.0 ","-11.5 ","82.2 s","102.2 s","7.6 s","2016","06 "
"41","75.3 e","110.0 ","25.6 ","78.3 s","115.3 s","4.2 s","102.2 e","104.1 ","38.2 ","115.4 s","115.6 s","-1.0 s","88.8 e","106.7 ","32.2 ","96.2 s","114.9 s","1.2 s","80.1 e","99.6 ","14.9 ","85.2 s","105.3 s","-9.8 s","84.7 e","107.9 ","32.4 ","91.3 s","116.2 s","2.2 s","75.8 e","110.1 ","24.7 ","78.7 s","115.0 s","3.4 s","100.7 e","104.2 ","38.9 ","113.5 s","115.4 s","1.7 s","114.3 ","114.4 ","118.3 s","-19.5 s","84.7 e","107.6 ","30.0 ","90.5 s","114.5 s","2.6 s","75.7 e","91.8 ","0.2 ","80.8 s","97.5 s","-19.1 s","89.4 e","96.3 ","40.4 ","102.2 s","112.5 s","-22.9 s","74.1 e","91.2 ","-3.7 ","78.1 s","95.0 s","-19.1 s","2016","05 "
"42","70.9 e","102.9 ","10.6 ","75.9 s","110.7 s","4.9 s","103.2 e","105.1 ","15.2 ","116.1 s","116.8 s","23.7 s","87.1 e","104.1 ","13.2 ","95.3 s","113.5 s","14.0 s","85.5 e","106.3 ","15.4 ","93.3 s","116.7 s","18.2 s","80.9 e","103.6 ","12.6 ","89.6 s","113.7 s","13.7 s","70.6 e","102.5 ","10.1 ","76.6 s","111.2 s","7.6 s","99.3 e","102.3 ","10.8 ","111.8 s","113.5 s","19.7 s","131.2 ","75.9 ","147.0 s","46.0 s","80.9 e","102.4 ","10.3 ","88.6 s","111.6 s","12.0 s","89.8 e","108.9 ","18.1 ","97.8 s","120.5 s","26.8 s","123.2 e","132.7 ","96.6 ","130.8 s","145.9 s","60.2 s","85.9 e","105.7 ","10.6 ","94.4 s","117.5 s","23.2 s","2016","04 "
"43","77.7 e","113.0 ","15.1 ","72.6 s","105.5 s","5.8 s","103.8 e","104.6 ","-2.9 ","92.2 s","94.4 s","-20.9 s","90.8 e","108.3 ","4.6 ","82.8 s","99.6 s","-8.5 s","83.6 e","103.8 ","3.3 ","79.3 s","98.7 s","-8.9 s","85.8 e","109.0 ","6.0 ","76.5 s","100.0 s","-5.2 s","76.9 e","112.0 ","12.7 ","70.7 s","103.3 s","1.4 s","101.4 e","104.8 ","-3.0 ","90.6 s","94.8 s","-20.4 s","109.1 ","9.4 ","100.7 s","-14.2 s","85.8 e","109.0 ","5.8 ","77.5 s","99.6 s","-7.9 s","81.6 e","98.9 ","0.6 ","78.7 s","95.0 s","-13.3 s","82.9 e","89.3 ","-10.0 ","89.2 s","91.1 s","3.8 s","81.4 e","100.2 ","2.1 ","77.0 s","95.4 s","-15.0 s","2016","03 "
"44","67.6 e","98.0 ","5.9 ","68.6 s","99.7 s","1.1 s","99.9 e","100.6 ","40.5 ","119.6 s","119.4 s","5.9 s","83.8 e","99.4 ","23.0 ","92.1 s","108.8 s","3.8 s","80.1 e","99.4 ","13.1 ","87.7 s","108.3 s","4.5 s","78.0 e","99.2 ","19.4 ","85.4 s","105.5 s","3.4 s","67.9 e","98.4 ","5.9 ","70.3 s","101.9 s","2.8 s","96.0 e","100.5 ","38.0 ","115.5 s","119.1 s","6.0 s","95.8 ","89.3 ","117.4 s","26.9 s","78.0 e","99.3 ","17.4 ","85.7 s","108.2 s","4.8 s","82.1 e","99.6 ","7.9 ","91.5 s","109.6 s","2.2 s","74.6 e","80.4 ","-11.6 ","82.2 s","87.8 s","-4.4 s","83.0 e","102.2 ","10.6 ","92.4 s","112.2 s","2.9 s","2016","02 "
"45","65.9 e","95.3 ","2.0 ","68.4 s","98.6 s","0.0 s","85.5 e","87.5 ","7.8 ","109.6 s","112.8 s","2.2 s","75.7 e","91.0 ","5.1 ","87.4 s","104.8 s","-1.4 s","77.3 e","95.6 ","18.0 ","85.0 s","103.6 s","-1.2 s","72.6 e","91.8 ","4.4 ","79.9 s","102.0 s","-3.1 s","66.5 e","96.3 ","1.7 ","68.3 s","99.1 s","1.0 s","83.5 e","88.3 ","7.7 ","106.2 s","112.4 s","1.4 s","63.9 ","20.3 ","92.5 s","-33.1 s","72.6 e","93.0 ","4.0 ","80.7 s","103.2 s","-1.2 s","81.9 e","99.2 ","33.2 ","91.5 s","107.2 s","5.0 s","78.2 e","84.2 ","5.1 ","88.1 s","91.8 s","1.3 s","82.3 e","101.3 ","37.3 ","91.5 s","109.0 s","4.7 s","2016","01 "
"46","70.7 e","102.4 ","11.5 ","68.4 s","98.6 s","-6.4 s","130.5 e","130.3 ","23.6 ","109.9 s","110.4 s","-5.2 s","100.7 e","118.0 ","18.7 ","90.3 s","106.3 s","-5.1 s","84.8 e","105.1 ","8.1 ","84.5 s","104.9 s","-3.0 s","91.3 e","115.6 ","15.6 ","83.1 s","105.3 s","-5.4 s","70.6 e","102.3 ","10.7 ","67.9 s","98.1 s","-8.1 s","128.0 e","129.3 ","23.1 ","108.1 s","110.9 s","-4.7 s","161.8 ","6.2 ","138.2 s","-11.0 s","91.3 e","113.6 ","16.3 ","83.5 s","104.5 s","-5.6 s","78.6 e","95.3 ","0.7 ","84.3 s","102.1 s","-3.8 s","90.2 e","97.2 ","1.1 ","83.4 s","90.6 s","3.9 s","77.3 e","95.1 ","0.7 ","84.8 s","104.1 s","-3.9 s","2015","12 "
"47","63.1 e","92.0 ","21.4 ","72.5 s","105.3 s","3.1 s","108.2 e","102.9 ","37.4 ","119.6 s","116.4 s","8.9 s","85.7 e","98.1 ","30.3 ","96.8 s","112.0 s","6.1 s","80.0 e","99.3 ","29.1 ","87.3 s","108.2 s","6.3 s","77.2 e","98.3 ","29.5 ","87.9 s","111.3 s","10.0 s","62.5 e","91.0 ","20.1 ","73.6 s","106.7 s","5.9 s","103.4 e","103.2 ","32.5 ","114.2 s","116.4 s","10.2 s","147.9 ","153.3 ","155.2 s","172.8 s","77.2 e","96.1 ","25.3 ","88.3 s","110.7 s","7.0 s","82.7 e","100.2 ","28.8 ","87.9 s","106.1 s","3.4 s","80.0 e","86.1 ","24.8 ","81.3 s","87.2 s","-27.9 s","83.0 e","102.1 ","29.2 ","88.5 s","108.3 s","8.4 s","2015","11 "
"48","69.8 e","101.2 ","9.4 ","70.6 s","102.1 s","-0.7 s","117.7 e","126.2 ","18.7 ","100.9 s","106.9 s","12.4 s","93.8 e","115.1 ","14.9 ","86.4 s","105.6 s","7.0 s","91.4 e","113.2 ","9.6 ","82.2 s","101.8 s","1.4 s","84.6 e","107.3 ","8.1 ","80.8 s","101.2 s","0.4 s","67.8 e","98.1 ","5.8 ","70.0 s","100.8 s","-0.5 s","114.3 e","124.3 ","18.2 ","98.8 s","105.6 s","12.3 s","66.8 ","-49.1 ","56.9 s","-52.0 s","84.6 e","109.0 ","11.3 ","80.9 s","103.5 s","5.8 s","97.9 e","118.7 ","10.9 ","83.7 s","102.6 s","3.3 s","132.6 e","142.9 ","37.5 ","111.4 s","121.0 s","0.8 s","93.8 e","115.5 ","7.4 ","80.2 s","99.9 s","3.6 s","2015","10 "
"49","78.9 e","114.7 ","6.4 ","71.3 s","102.8 s","-4.0 s","110.0 e","108.6 ","11.8 ","97.9 s","95.1 s","-10.7 s","94.5 e","111.3 ","9.3 ","85.0 s","98.7 s","-7.2 s","89.1 e","110.9 ","2.8 ","80.9 s","100.4 s","2.8 s","88.4 e","112.9 ","7.8 ","77.5 s","100.8 s","-4.1 s","79.4 e","115.4 ","5.8 ","70.0 s","101.3 s","-7.5 s","104.3 e","107.9 ","8.4 ","91.7 s","94.0 s","-11.2 s","128.5 ","33.0 ","118.6 s","81.1 s","88.4 e","112.2 ","6.8 ","77.5 s","97.8 s","-9.3 s","89.9 e","109.0 ","-1.6 ","81.5 s","99.3 s","6.4 s","131.3 e","141.4 ","21.3 ","110.6 s","120.0 s","16.2 s","85.0 e","104.6 ","-4.9 ","77.9 s","96.4 s","5.2 s","2015","09 "
"50","64.3 e","93.0 ","13.0 ","73.4 s","107.1 s","6.6 s","78.5 e","83.3 ","36.3 ","100.3 s","106.5 s","20.3 s","71.4 e","87.6 ","24.3 ","86.7 s","106.4 s","13.6 s","71.3 e","88.5 ","6.9 ","77.4 s","97.7 s","-2.4 s","69.1 e","88.0 ","16.4 ","83.4 s","105.1 s","7.4 s","64.8 e","93.8 ","12.7 ","75.2 s","109.5 s","11.3 s","76.7 e","83.4 ","35.2 ","97.1 s","105.8 s","18.3 s","55.1 ","-48.6 ","65.5 s","-47.9 s","69.1 e","89.5 ","20.5 ","83.3 s","107.8 s","14.9 s","73.3 e","88.9 ","-0.6 ","74.1 s","93.3 s","-7.9 s","86.6 e","93.2 ","16.9 ","95.9 s","103.3 s","-11.9 s","71.7 e","88.3 ","-2.6 ","71.3 s","91.6 s","-8.2 s","2015","08 "
"51","79.6 e","114.7 ","5.5 ","70.2 s","100.5 s","-5.4 s","113.7 e","111.3 ","-8.2 ","89.6 s","88.5 s","-11.1 s","96.7 e","112.8 ","-2.5 ","80.0 s","93.7 s","-8.2 s","92.4 e","114.3 ","-3.2 ","81.8 s","100.1 s","-9.6 s","91.2 e","115.3 ","0.3 ","76.1 s","97.9 s","-6.4 s","79.7 e","115.0 ","4.6 ","68.8 s","98.4 s","-4.6 s","111.6 e","111.7 ","-8.9 ","88.5 s","89.4 s","-10.2 s","154.1 ","38.3 ","125.8 s","-10.5 s","91.2 e","113.6 ","-1.4 ","75.6 s","93.8 s","-8.0 s","93.5 e","113.4 ","-6.3 ","84.9 s","101.3 s","-11.8 s","121.6 e","131.0 ","9.3 ","108.4 s","117.2 s","15.6 s","90.2 e","111.0 ","-8.4 ","82.5 s","99.8 s","-14.3 s","2015","07 "
"52","81.8 e","117.3 ","21.2 ","73.6 s","106.2 s","12.0 s","116.5 e","110.5 ","5.4 ","104.3 s","99.6 s","14.6 s","99.2 e","113.5 ","12.2 ","88.8 s","102.1 s","13.3 s","97.5 e","120.6 ","7.2 ","88.8 s","110.7 s","19.5 s","91.2 e","115.2 ","10.5 ","82.4 s","104.6 s","15.2 s","80.6 e","115.9 ","17.3 ","71.3 s","103.1 s","6.3 s","109.9 e","109.9 ","1.5 ","98.6 s","99.5 s","15.7 s","154.6 ","11.1 ","140.6 s","154.7 s","91.2 e","113.4 ","10.3 ","81.7 s","102.0 s","9.8 s","103.6 e","125.6 ","4.7 ","94.0 s","114.9 s","18.3 s","94.6 e","101.8 ","-19.8 ","93.1 s","101.4 s","27.1 s","104.7 e","128.8 ","8.1 ","93.8 s","116.4 s","18.3 s","2015","06 "
"53","61.2 e","87.6 ","-3.5 ","65.7 s","94.8 s","-2.1 s","71.6 e","75.3 ","-4.8 ","83.7 s","86.9 s","-11.5 s","66.4 e","80.7 ","-4.2 ","74.5 s","90.1 s","-6.9 s","70.3 e","86.7 ","1.5 ","75.3 s","92.6 s","-9.5 s","64.8 e","81.5 ","-5.9 ","73.8 s","90.8 s","-7.2 s","61.5 e","88.3 ","-3.1 ","67.1 s","97.0 s","-1.0 s","70.7 e","75.0 ","-3.6 ","82.0 s","86.0 s","-14.1 s","53.3 ","-50.9 ","55.2 s","-33.7 s","64.8 e","82.8 ","-3.3 ","73.1 s","92.9 s","-6.0 s","75.5 e","91.6 ","8.5 ","80.4 s","97.1 s","-6.4 s","63.7 e","68.6 ","9.2 ","73.0 s","79.8 s","6.3 s","76.9 e","94.7 ","8.5 ","80.7 s","98.4 s","-8.0 s","2015","05 "
"54","64.0 e","93.0 ","-1.0 ","66.3 s","96.8 s","2.0 s","89.5 e","91.2 ","35.7 ","97.2 s","98.2 s","-1.9 s","76.8 e","92.0 ","16.5 ","81.0 s","96.8 s","-1.7 s","74.5 e","92.1 ","5.1 ","82.3 s","102.3 s","7.3 s","72.9 e","92.0 ","10.3 ","79.1 s","97.8 s","0.4 s","64.3 e","93.1 ","-2.4 ","67.6 s","98.0 s","3.4 s","88.1 e","92.3 ","34.5 ","96.7 s","100.1 s","0.9 s","74.6 ","16.0 ","83.3 s","-9.0 s","72.9 e","92.8 ","10.1 ","78.0 s","98.8 s","2.3 s","76.1 e","92.2 ","0.8 ","84.3 s","103.7 s","10.1 s","62.7 e","67.5 ","-24.8 ","67.9 s","75.1 s","-25.7 s","77.7 e","95.6 ","4.1 ","86.0 s","107.0 s","14.8 s","2015","04 "
"55","68.6 e","98.2 ","-6.6 ","66.3 s","94.9 s","0.1 s","106.5 e","107.7 ","-8.7 ","97.5 s","100.1 s","16.9 s","87.6 e","103.5 ","-7.8 ","82.7 s","98.5 s","10.5 s","81.2 e","100.5 ","-17.4 ","76.8 s","95.3 s","-1.3 s","81.4 e","102.8 ","-9.6 ","74.2 s","97.4 s","9.3 s","69.2 e","99.4 ","-5.7 ","65.9 s","94.8 s","-2.8 s","102.9 e","108.0 ","-10.2 ","93.2 s","99.2 s","14.4 s","99.7 ","-38.1 ","91.5 s","47.1 s","81.4 e","103.0 ","-7.7 ","75.4 s","96.6 s","2.7 s","81.1 e","98.3 ","-23.9 ","77.9 s","94.2 s","-8.0 s","92.1 e","99.2 ","-5.4 ","98.1 s","101.1 s","3.1 s","79.7 e","98.1 ","-25.9 ","75.2 s","93.2 s","-9.5 s","2015","03 "
"56","64.3 e","92.5 ","-7.7 ","65.7 s","94.8 s","1.1 s","68.1 e","71.6 ","-8.6 ","82.3 s","85.6 s","-14.5 s","66.2 e","80.8 ","-8.2 ","73.4 s","89.1 s","-7.2 s","70.8 e","87.9 ","-7.4 ","78.2 s","96.6 s","8.4 s","65.3 e","83.1 ","-9.2 ","73.0 s","89.1 s","-5.5 s","64.5 e","92.9 ","-7.2 ","67.6 s","97.5 s","4.1 s","66.7 e","72.8 ","-10.6 ","80.7 s","86.7 s","-13.5 s","50.6 ","-31.0 ","62.2 s","-18.5 s","65.3 e","84.6 ","-8.3 ","73.4 s","94.1 s","-1.9 s","76.1 e","92.3 ","-5.9 ","85.4 s","102.4 s","22.8 s","84.5 e","91.0 ","-19.6 ","91.3 s","98.1 s","12.5 s","75.1 e","92.4 ","-3.8 ","84.7 s","103.0 s","25.0 s","2015","02 "
